㐁犁,伸犁
猴子似个,猴子似的
猴牯,公猴
猴牯,小公猴
猴面,猴樣
猴面,猴臉
猴頭老鼠耳,獐頭鼠目
猶係,猶是
猶猶不決,猶豫不決
獃獃个,獃獃的
獅仔,獅子
獅仔座,獅子座
獨居,獨處
獨木毋成林,獨木不成林
獨木毋林,獨木不林
獨木船,獨木舟
獨樹毋成林,獨樹不成林
獨獨,僅僅
獨獨,只有
獨獨,單單
獨立毋群,獨立不群
獨自个,獨自個
獨行其係,獨行其是
獨門生理,獨家生意
獨陽就毋長,獨陽則不長
獨食自痾,獨吃自痾
獲益毋淺,獲益不淺
獵狗,獵犬
玄玄風,忽然之間
玄玄風,突如其來的
玄玄風,突然
玉墜仔,玉墜子
玉毋掩光，珠毋掩輝,玉不掩光，珠不掩輝
玉毋琢，毋成器,玉不琢，不成器
玉石毋分,玉石不分
玉竹,萎蕤
王爺府脣,王爺府旁
王爺府脣,王爺府旁邊
王爺府脣,王爺府邊
玩其磧礫，毋窺玉淵,玩其磧礫，不窺玉淵
玩毋得个,玩不得的
玩毋轉,玩不轉
玩癲,玩瘋
玩陰个,玩陰的
玫瑰,玫瑰花
玲琅仔,鈴鐺
玻璃棍,玻璃棒
玻璃珠,彈珠
玻璃盎,玻璃罐
玻璃細鞋,玻璃小鞋
玻璃菜,甘藍
玻璃菜,高麗菜
玻璃菜乾,高麗菜乾
珍珠枋,珍珠板
珍珠草,疣果葉下珠
珠仔,珠子
珠仔草,疣果葉下珠
班,班級
班項,班上
現下,此時
現下,現今
現下,現在
現下,當前
現下,目前
現代,摩登
現出來,呈現出來
現出來,顯現出來
現大耳,出洋相
現撿,現拿
現撿,現挑
現炒現賣,現學現賣
現炒現賣,現買現賣
現現,無遮掩
現現,顯露
現蹄羊,呈現蹄羊
現錢,現金
現餐,呈現餐
現鼻烏鴉,禿鼻鴉
球仔,球
球拍仔,球拍
球杓仔,球拍
球棍仔,球桿
球球,彎曲卷縮
理家,持家
理家,料理家務
理所毋容,理所不容
理毋勝辭,理不勝辭
理毋忘亂,理不忘亂
理毋直氣毋壯,理不直氣不壯
理解,意識
琉球島,琉球嶼
琢琢仔,按部就班地
琴瑟毋調,琴瑟不調
瑜毋掩瑕,瑜不掩瑕
瑞香花,白花瑞香
瑣費,零用錢
環太平洋地動帶,環太平洋地震帶
環毋轉,周轉不靈
環淨淨,繞光光
環環轉,團團轉
環環轉,轉個不停
環頸千腳鳥,環頸鴴
瓜仔,瓜果
瓜刨仔,刨刀
瓜田毋納履，李下毋整冠,瓜田不納履，李下不整冠
瓜鬼,個性孤癖
瓠乾,瓠瓜乾
瓠仔,瓠瓜
瓠仔,葫蘆
瓠杓,勺子
瓠杓,杓子
瓠杓,瓠瓜杓子
瓠杓,瓠瓢
瓦屋,瓦房
瓦斯,天然氣
瓦斯,液化石油氣
瓦斯,煤氣
瓦析,碎瓦片
瓦析仔,瓦片
瓦楞紙枋,瓦楞紙板
瓦窯,窯子
瓦窯肚,窯子裡
瓦罐毋離井上破,瓦罐不離井上破
甘甘,味甘
甘甘,甘甜
甘糖,糖果
甘羅講趙王,甘羅說趙王
甘蔗園脣方,甘蔗園旁邊
甘蔗園脣項,甘蔗園旁邊
甘露,雨露
甘願,寧願
甘願,心甘情願
甘願,稱心
甚个,甚的
甜椒,青椒
甜滋滋,甜甜的
甜漬漬仔,甜甜的
甜粄,年糕
甜粄,甜年糕
甜粄色,淡褐色
甜粄色,褐色
甜粥,甜稀飯
甜糖,喜糖
甜菜,珍珠菜
生,未煮熟的
生个,活的
生份,生疏
生份,陌生
生份人,陌生人
生份字,生字
生來已,長得很
生係,生是
生公講法，頑石點頭,生公說法，頑石點頭
生出,長出
生到,長得
生卵,生蛋
生卵,產卵
生卵雞,生蛋雞
生在,長在
生埋,活埋
生塵打灰,布滿塵垢
生好,長好
生存,存活
生存,活著
生存下去,活下去
生尾个,長尾巴的
生意毋成仁義在,生意不成仁義在
生成,天生
生成,自然長成
生成个,天生成的
生手,新手
生死毋渝,生死不渝
生死毋負,生死不負
生毋如死,生不如死
生毋帶來，死毋帶去,生不帶來，死不帶去
生毋遇時,生不遇時
生毛,長出毛
生毛,長毛
生毛泡,羽萼懸鉤子
生活,靈活
生溜苔,生青苔
生溜苔,長出青苔
生牙,長牙
生牙齒,長牙齒
生牛牯,生公牛
生物技術與製藥工業發展推動細組,生物技術與製藥工業發展推動小組
生理,生意
生理人,商人
生理人,生意人
生理食鹽水,食鹽水
生生,不熟的
生生,未煮熟的
生生,生生的
生生毋已,生生不已
生生毋息,生生不息
生番,沒教養的人
生番,野人
生疏,不熟悉
生筍,發芽
生細,生小
生腸,豬卵巢
生腸,輸卵管
生芽,發芽
生菇,發霉
生著,長得
生蟲,長蟲
生起來,長起來
生趣,新奇
生趣,有趣
生趣,稀奇
生趣又沙鼻,酷炫
生食,生吃
生食芋仔,生活困苦
生養,生養小孩
生鹵,生銹
生鹵,生鏽
生𠊎劬勞,生我劬勞
產婆,助產士
產婆會接生,產婆將要接生
產業種類,產業類別
產生,發生
產生,顯現
用,使用
用,利用
用之毋竭,用之不竭
用係,用是
用功,努力修習
用心聽,傾聽
用忒,用完
用忒,用掉
用志毋分,用志不分
用手㬹挲啊挲仔,用手掌輕輕撫摸
用扐,剖腹生產
用搓仔搓布鞋,用刷子刷布鞋
用撇,用完
用撇,用掉
用武,使用武力
用武,發揮才能
用毋得,不能用
用毋得,無法使用
用毋得,用不了
用毋得,用不得
用毋著,用不到
用毋著,用不著
用炸藥炸開來,使用炸藥炸開來
用畚斗抔地圾,使用畚斗抔地圾
用盡,用完
用箝籃,使用箝籃
用著,用到
用著,用對
用處,用途
用途,使用範圍
用過,使用過後
用錄音筆錄音,使用錄音筆錄音
用錢,使用金錢
用電器愛注意,使用電器要注意
田个,田的
田事,田裡的事
田佃,佃農
田園白尾鳥,田鵐
田坵,畦田
田塍,田埂
田契愛放好,田契要放好
田尾象鼻,田尾象聞
田崁下,田崁下面
田水,田中的水
田洋,田間
田肚,田裡
田肚項,田裡面
田脣,田邊
田脣草,田埂草
田莊,鄉下
田莊人,農人
田莊人,農民
田螺仔,田螺
田螺殼肚項,田螺殼裡
田螺殼肚項,田螺殼裡面
田螺殼肚項,田螺殼裡頭
田豆,蠶豆
田雞,秧雞
田項,田裡
田項,田間
田頭伯公,田邊土地公
田頭園尾,田園農事
田頭家,岳父
田頭家,田地的主人
田頭項,田頭上
田鼠當會掘窟,田鼠很會挖洞
由係,由是
由卡利,大葉桉
由在,任憑
由在,任憑去做
由在,任由
由在人,任由他人
由毋得,由不得
甲叉河莊頭,甲叉河庄頭
甲子,六十年
甲字難出頭,合作難出頭
甲零地,一甲多的地
男人大丈夫,男子漢大丈夫
男仔人,男人
男兒有淚毋輕彈,男兒有淚不輕彈
男女授受毋親,男女授受不親
男女毋親授,男女不親授
男家頭,男方
男家頭,男方親友
男毋男，女毋女,男不男，女不女
畀食,給他吃
界石,界碑
畏羞,怕羞
畏羞,畏縮
畏胲,吃膩了
畏葸毋前,畏葸不前
留䟘來,留起來
留中毋發,留中不發
留兜,留一些
留兜,留一點
留兜,留些
留兜,留點
留兜仔,留一些
留字條,留言條
留得青山在，毋怕沒柴燒,留得青山在，不怕沒柴燒
留念落來,留念下來
留著,留下
留連毋捨,留連不捨
畚箕突,千金藤
畜,畜養
畜,養
畜來畜去,養來養去
畜到,養到
畜大,養大
畜子,育幼
畜得起,養得起
畜性,畜養性
畜死忒,養死掉
畜毋大,養不大
畜生,牲畜
畜生,畜牲
畜生个,牲畜的
畜細人,養小孩
畜細人仔,養小孩
畜老鼠咬布袋,養老鼠咬布袋
畜肉,養肉
畜著,養到
畜衰人,養了會倒楣
畜豬仔,飼養豬隻
畜豬仔,養豬
畜雞鴨,飼養雞鴨
畜雞鴨,養雞
畜頭牲,飼養家禽牲畜
略下仔,次數不多
略施細技,略施小技
略施細計,略施小計
略略,偶爾
略略,有一些
略略,稍微
略略,稍稍
略略仔,稍微
略略仔,稍微的
略略仔,稍稍的
略略癲癲,略略偏離常軌
略緊板,稍快板
番人,原住民
番人,外國人
番人,外地人
番仔,原住民
番仔㓾正好,頑皮鬼
番仔火,火柴
番仔牛,男姘頭
番咐,吩咐
番婆怨,火筒樹
番婆樹,鳳凰木
番椒,辣椒
番檨,芒果
番檨庰,雨傘節
番檨樹,芒果樹
番火,火柴
番瓜,南瓜
番瓜粄,南瓜粄
番瓜飯,南瓜飯
番番,不按傳統
番番係福,番番是福
番番綻綻,調皮搗蛋
番社莊莊頭,番社庄庄頭
番細租,番小租
番綻,調皮
番綻,調皮搗蛋
番綻,頑皮
番薯,地瓜
番薯,甘薯
番薯壟,甘薯壟
番薯湯,地瓜湯
番薯籤,地瓜籤
番薯粥,地瓜稀飯
番薯糖,地瓜糖
番薯花,槭葉牽牛
番薯葉,甘藷葉
番薯藤,甘藷藤
番薯項,地瓜裡
番薯飯,地瓜飯
番薯餅,地瓜餅
番藷,蕃薯
番豆,花生
番豆,落花生
番豆仁,花生米
番豆仁湯,花生湯
番豆糖,花生糖
番賤,頑皮
畫,繪畫
畫一條線,繪畫一條線
畫像个,畫像的
畫出,畫出來
畫咧,畫了
畫圖,畫畫
畫圖,繪圖
畫圖紙,圖畫紙
畫圖紙,畫紙
畫寫,塗鴉
畫忒,畫完
畫景,寫景
畫本,繪本
畫架仔,畫架
畫生兒个人,畫生兒的人
畫眉,畫眉毛
畫眉,畫眉鳥
畫眉仔,畫眉
畫筆,彩筆
畫等,畫著
畫線仔,畫線
畫著,畫得
畫虎毋成,畫虎不成
畫虎毋成反類犬,畫虎不成反類犬
畫虎毋成反類狗,畫虎不成反類狗
畫虎膦,瞎掰
畫龍毋成反為狗,畫龍不成反為狗
異,很
異多人,許多人
異會著仔,讓人覺得很愛現
異聞傳講,異聞傳說
異肯,很樂意
當,很
當下,當時
當中,中
當久,很久
當係,當是
當做,勞碌
當做,當成
當做,非常勞碌
當像,很像
當像,相像
當像,雷同
當像,類似
當兇,搶得很厲害
當兵,服兵役
當匧,正在匧
當在,正在
當在該,正在
當在該,正在那
當地,本地
當壞,壞脾氣
當壞,很壞
當多,很多
當多,許多
當多好搞,很多好玩
當大,很大
當天咒誓,對天發誓
當天發誓,對天發誓
當奀,很醜
當奀,沒有看頭
當奸,很奸詐
當好,優異
當好,很不錯
當好,很好
當好,當然好
當好來,很喜歡來
當好食,很好吃
當好食,超好吃
當媱,很風騷
當家个,當家的
當家細生,當家小生
當少,稀少
當少,鮮少
當差个,當差的
當店,當舖
當店,當鋪
當店底肚,當鋪裡面
當強合晟眼,很強和刺眼
當得,比得上
當得,比的上
當忒,當掉
當忠,很忠心
當急,緊急
當悿,很累
當悿,疲勞
當想,好想
當想,很想
當想,非常想
當想睡目,昏昏欲睡
當愛,喜愛
當愛,很喜歡
當愛,熱愛
當慣,很習慣
當慨,出手大方
當慶,很能幹
當斷毋斷,當斷不斷
當斷毋斷，反受其亂,當斷不斷，反受其亂
當日,當天
當日去當日轉,很日去很日回家
當時,當下
當時,那時
當晝,中午
當晝,正午
當晝,正午時分
當晝心,正午時分
當晝頭,中午
當晝頭,正中午
當晝頭,正午時分
當暗,很暗
當暢,很高興
當暢,雀躍
當暢,非常高興
當會,很會
當有,很富有
當有,很有
當有錢,很富有
當樑,承當
當橫,很蠻橫
當權,掌權
當歡喜,很高興
當歡喜認識你,很高興認認得你
當毋得,當不得
當毋慣,不習慣
當毋慣,很不習慣
當毋著,不能承受
當毋著,受不了
當毋著,無法忍受
當毋起,不敢當
當毋起,擔當不起
當毋起,當不起
當毋過,當不過
當湛,很好
當湛,很棒
當湛,能幹
當滾,沸騰
當無閒,很忙
當無閒,忙碌
當然,應當如此
當然,理應如此
當煞猛,勤快
當煞猛,很勤勞
當煞猛,很勤快
當爽,很舒服
當爽,很舒爽
當爽,很舒適
當牛,很頑皮
當牛,調皮
當班,值勤
當發,富有
當發,富裕
當發,富足
當發,很有錢
當發,發酵
當直个,當直的
當竳,標緻
當竳,陡峭
當竳線,很正點
當竳線,標緻
當精,很精明
當細,很小
當肯,很願意
當萋,很新鮮
當著家,正在穿家
當著毋著,當著不著
當著矮人，別講短話,當著矮人，別說短話
當要緊,很重要
當要緊,重要
當譴,很生氣
當軟,很軟
當輒,很常
當近,很近
當過,勝過
當遠,很遠
當遠,遙遠
當遽,很快
當遽,快速
當釅,很濃
當重,很重
當門牙,門牙
當開陽,視野很好
當閒,很清閒
當闊,寬闊
當闊,很寬
當闊,很寬闊
當阿莎力,很乾脆
當靚,很漂亮
當靚,很美
當靚,漂亮
當靚,真美
當頭,首當其衝
當風神,很神氣
當風神,很跩
當食人,很欺負人
當驚,害怕
當驚,很害怕
當𤸁,疲累
疊印,壓印
疊淰淰,疊滿滿
疊等,疊著
疊著,疊到
疏宕毋拘,疏宕不拘
疏毋謀親,疏不謀親
疏毋間親,疏不間親
疏而毋漏,疏而不漏
疑狐,困惑
疑狐,懷疑
疑狐,狐疑
疑狐,疑惑
疑狐,質疑
疤疤,有疤痕
疤瘌流星个,疤瘌流星的
疲勞,疲倦
疲爬極蹶,努力掙扎
疲爬極蹶,坐立不安
疲爬極蹶,操勞
疲爬極蹶,毛躁不安
疼惜,疼愛
疾死,痛死
疾疾,痛痛
疾雷毋及塞耳,疾雷不及塞耳
疾雷毋及掩耳,疾雷不及掩耳
痀背,駝背
痀背症,佝僂症
病,疾病
病丁仔,病夫
病子,害喜
病子,懷孕
病毋拘禮,病不拘禮
病痛,疾病
病院,醫院
症頭,病症
症頭,症狀
痔,痔瘡
痛㸐㸐仔,很痛心
痛惜,珍惜
痛毋堪忍,痛不堪忍
痛毋欲生,痛不欲生
痛痛个,痛痛的
痛腸,哀切苦楚
痠軟,痠痛
痤痤,精神委靡
痲癲,痲瘋
痲癲病,痲瘋病
痴人講夢,痴人說夢
痴哥,好色
痴哥,好色的
痴哥,很好色
痴哥,痴情男
痴哥,痴漢
痴哥,癡情男
痴哥伯,豬哥
痴哥沷沷,癡漢
痴哥沷沷仔,色瞇瞇的
痴嫲,笨女人
痴憨,痴傻
痴痴,三八
痴痴,傻傻
痴痴,放蕩不檢
痴痴呆呆,癡呆狀
痺痺,痲痲
痿毋忘起,痿不忘起
瘋瘋憨憨,瘋瘋傻傻
瘌瘌刻刻,疤痕纍纍
瘍癧,淋巴脹痛
瘟跍立,瘟蹲立
瘤仔,瘤
瘤鼻天鵝,瘤鵠
瘦夾夾,很瘦
瘦夾夾,瘦巴巴
瘦夾夾,瘦巴巴的
瘦夾夾仔,很瘦
瘦撇,瘦了
瘦死个駱駝比馬大,瘦死的駱駝比馬大
瘦狗多鹵,毛病很多
瘦瘦,瘦巴巴
瘦皮邋𨒇,營養不良
瘦細,瘦小
瘦細枯乾,瘦小枯乾
瘦縮瘦縮,身子瘦小
瘦羌瘦羌,身子細瘦
瘸和尚講法,瘸和尚說法
瘸忒,瘸掉
瘸手跛腳,手腳殘疾
瘸腳,跛腳
瘻,腫塊
癢揶癢揶,癢癢
癧,淋巴結
癧仔,淋巴結
癩狗扶毋上牆,癩狗扶不上牆
癱風,中風癱瘓
癲,瘋
癲仔子,刺茄
癲傳,瘋傳
癲堂,瘋堂
癲嫲,瘋婆子
癲嫲花,馬櫻丹
癲子,瘋子
癲帽匠,瘋帽匠
癲掉,瘋掉
癲搶,瘋搶
癲牛,瘋牛
癲牯,瘋男子
癲狗,瘋狗
癲狗浪,瘋狗浪
癲痴,瘋癲
癲癲,偏離常軌
癲癲,瘋癲
癲癲倒倒,醉醺醺的
癲癲尸尸,瘋瘋癲癲
癲癲尸尸,行為脫序
癲癲狂狂,瘋瘋癲癲
癲神,瘋神
癲茄,刺茄
癲言癲語,瘋言瘋語
癲邦,瘋邦
癲頭雞,楞小子
登山細魯,登山小魯
登常,經常
登時,立刻
登時,馬上
登月細艇,登月小艇
登殿,登基
登泰山而細天下,登泰山而小天下
登登登个,登登登的
登記著,登記
發,富有
發㤕愕,發呆
發一下狂,抓狂一下
發个兒,發個兒
發作,動怒
發作,發怒
發光兩極體,發光二極體
發冷,無聊
發冷仔,患瘧疾
發冷仔,瘧疾
發分,發給
發夢,作夢
發夢,做夢
發大水,水災
發大水,發水災
發大水,發生水災
發大水,鬧水災
發大風,刮大風
發大風,颳風
發媱,放蕩
發媱,淫蕩
發媱,發情
發媱,發騷
發媱,騷
發子,害喜
發尿積,患頻尿症
發屎胐媱,發騷
發屎驚,驚悸在心
發性,抓狂
發愕,發呆
發扯扯,富有
發杈杈仔,很富有
發火,動怒
發火,生氣
發火,發脾氣
發燒,狂熱
發燒,發熱
發燒,興盛
發牙包,牙齦發炎
發狂,做惡夢
發狂,發瘋
發現著,發現到
發琢呆,發愣
發琢愕,恍神
發琢愕,發呆
發生,成長
發疔仔,長疔
發病,不合常理
發病,可惱
發病,生病
發病,糟糕
發病,討厭
發病仔,生病
發痔仔,長痔瘡
發痣,長痣
發痧,中暑
發痰火,患肺結核
發痰火,肺結核
發痴驚,虛驚
發瘟,患瘟疫
發瘟,瘟疫
發瘟,發瘟疫
發瘟,詛咒語
發瘡仔,長疥瘡
發瘤仔,長瘤
發癌,得癌症
發癩,麻瘋病
發癩痢,長癩痢
發癬,長癬
發癱風,中風
發癱風,懶惰
發癱風,癱瘓
發癲,瘋
發癲,發瘋
發癲倲,發瘋
發目睡狂,作惡夢
發目睡狂,做惡夢
發禍,發炎疼痛
發福,發胖
發等,發著
發粄,發糕
發紅,發炎紅腫
發紅,紅腫
發綿花,梅毒
發綿花,長淋病
發綿花,長菜花
發肉雄,發情
發肉雄,發飆
發肉雄,突然發飆
發肉雄,精力充沛
發脹,無聊
發脹狗,詛咒語
發脹鬼,詛咒語
發臭頭,長癩痢頭
發芽,萌芽
發著,得到
發蛾仔,白喉
發蟲,長蟲子
發覺,探索
發覺,發現
發覺著,發覺到
發誓,立誓
發譴,生氣
發譴,發怒
發譴,發脾氣
發豬頭皮,患腮腺炎
發財,工作
發財樹,馬拉巴栗
發赤目,急性結膜炎
發赤目,砂眼
發赤目,紅眼症
發起,創議
發起,提倡
發起,發動
發起來,發狂起來
發達,發跡
發酒癲,發酒瘋
發酵,酵母
發酵,酵母菌
發閼,生悶氣
發閼,生氣
發閼,發怒
發電,發電報
發青驚,驚悸在心
發風落水,刮風下雨
發風落水,颳風下雨
發風落雨,刮風下雨
發風落雨,風雨交加
發風颸,刮颱風
發鹵,皮膚長瘡疽
發鹵狗,癩皮狗
發仔,長瘡
發𤸱,患氣喘病
發𤸱,氣喘
發𤸱煙,大花曼陀羅
白包仔,香儀
白埔姜,揚波
白塔,奶油
白天毋做虧心事，半夜毋怕鬼敲門,白天不做虧心事，半夜不怕鬼敲門
白尾大鉤啜鳥,大杓鷸
白尾海雕,白尾海鵰
白布幡,白幡
白帶水,瀑布
白手捉魚,白手起家
白拂,白白被打
白撇,白掉
白木米,白木耳
白枕大鶴,白枕鶴
白果,銀杏
白柚仔,白柚
白毋呲咧,白不呲咧
白淨,白皙乾淨
白淨白淨,白皙
白牛屎鶺,白鶺鴒
白牛膝,狗筋蔓
白琢琢仔,慘白的顏色
白痕軍艦鳥,白斑軍艦鳥
白白,白白的
白白个,白白的
白目羊,白眼羊
白眉燕海鵝,白眉燕鷗
白眉田雞,白眉秧雞
白眉白尾鳥,白眉鵐
白眉竳鳥,白眉鶇
白眉飛食鳥,白眉鶲
白眶畫眉,繡眼畫眉
白眼狼協會理事長,謝杰雄
白秋沙鴨,白秋沙
白竻仔,三葉五加
白罕白罕,淺白色
白翼仔,八哥
白翼仔,八哥鳥
白翼燕海鵝,白翅黑燕鷗
白翼紅尾鴝,黃尾鴝
白肉,皮膚白嫩
白肚大戇鳥,白腹鰹鳥
白肚海雕,白腹海鵰
白肚竳鳥,白腹鶇
白肚飛食鳥,白腹琉璃
白肚鷂婆,澤鵟
白背噼噼鳥,白背鷚
白背沒水鴨,美洲磯雁
白胸沒淬鳥,蒼翡翠
白腰水燕仔,白腰雨燕
白腰烏啜鷝,白腰文鳥
白腰濫泥鳥,白腰草鷸
白腹仔,鰆魚
白花仔,山茶花
白菜,小白菜
白蟻仔,白蟻
白行,白跑
白衫,白上衣
白衫,白袍
白衫,襯衫
白話,空話
白話文,語體文
白話細說,白話小說
白講,白說
白身,白套
白身人,白套人
白送子鳥,白鸛
白酒,白葡萄酒
白野狼協會理事長,謝杰雄
白鐵,不銹鋼
白鐵仔,不鏽鋼
白雪雪,乾淨潔白
白雪雪仔,雪白
白面仔,白腹秧雞
白面頰湢湢鳥,白頰山雀
白頦笑畫眉,白喉笑鶇
白頭公,白頭翁
白頭公仔,白頭公
白頭公仔,白頭翁
白頭大鶴,白頭鶴
白頭毫,白頭翁
白頭燕海鵝,玄燕鷗
白頭竳鳥,白頭鶇
白頸圍鸚嘴鷝,白環鸚嘴鵯
白頸烏鴉,玉頸鴉
白頸烏鶴仔,白頸黑鷺
白額圓尾水雉鳥,白腹穴鳥
白額貓頭鳥,白額角鴞
白額野鵝,白額雁
白額鴨,葡萄胸鴨
白食,白吃
白食白住,白吃白住
白飯,乾飯
白飯樹,臺灣山桂花
白鶴仔,白鶴
白鶴仔,白鷺鷥
白黑毋分,白黑不分
白鼻雞,白冠雞
白𪘒夾竹𧊅,白頷樹蛙
百一,一百一十
百世毋易,百世不易
百世毋磨,百世不磨
百事毋管,百事不管
百二,一百二十
百動毋如一靜,百動不如一靜
百合花,百合
百外,百多
百姓公,有應公
百姓公廟,有應公廟
百姓公項,有應公項
百子勞,紫花酢漿草
百年歸壽,仙遊
百年歸壽,歸天
百年歸壽,死滅
百年歸壽,百歲登遐
百年歸壽,逝世
百年毋遇,百年不遇
百思毋解,百思不解
百戰毋殆,百戰不殆
百戰百勝,戰無不勝
百折毋挫,百折不挫
百日,多日
百日嗽,百日咳
百日青,竹柏
百毋一失,百不一失
百毋一爽,百不一爽
百毋一遇,百不一遇
百毋失一,百不失一
百毋存一,百不存一
百毋當一,百不當一
百毒毋侵,百毒不侵
百無一係,百無一是
百無一用係書生,百無一用是書生
